N,eps_sol,eps_bssg,eps_solsol,dfe,dfe_min,tds,seq
7,-0.4,0.5,0,-0.273533,-0.551132,-8.002307,0010010
12,0.2,-4,0,-1.198943,-2.237972,-8.081576,000100000010
10,-0.4,-3,0,4.770923,-0.387101,-6.125621,0000010010
7,-0.5,-6,0,2.522593,-0.213872,-5.514594,0011000
15,0,1,0,-1.39644,-1.39644,-10.441663,000100000001000
12,-0.2,0.5,0,-2.02544,-2.02544,-7.870588,000101000000
12,-0.1,0,0,-4.82472,-4.82472,-6.405428,001100000000
15,0.5,-4,0,-5.769688,-6.615118,-4.843356,1E+14
15,-0.2,0.5,0,0.018632,-0.730495,-10.164919,001000000000010
12,-0.2,1,0,-3.69228,-3.69228,-6.798467,000000011000
5,-0.2,-6,0,-0.267648,-0.681134,-4.301173,01100
12,-0.2,-6,0,4.61491,-0.432817,-8.377101,000100000010
15,0.1,1,0,-4.147725,-4.147725,-9.274867,000001000100000
5,0.1,-2,0,-2.232526,-2.759511,-5.631813,10010
15,0.2,-3,0,-4.436694,-4.436694,-5.823326,1.00001E+14
15,-0.5,-2,0,0.352598,-0.244102,-7.703449,000001010000000
15,-0.5,-6,0,-1.456912,-1.456912,-4.51775,011000000000000
7,0.5,-3,0,-7.245234,-7.245234,-3.769318,0110000
5,0.4,-3,0,-5.882981,-5.882981,-3.087442,11000
10,0.1,-2,0,-4.601457,-4.601457,-5.705478,0000011000
12,-0.2,-2,0,-2.494124,-2.494124,-6.568941,000000011000
15,-0.3,0.5,0,2.891628,-0.470589,-10.171744,010000000000100
10,-0.3,-3,0,-4.853643,-4.853643,-4.813606,1100000000
15,-0.4,-2,0,3.951944,-0.361602,-7.823262,000000000100100
15,0.1,-2,0,0.123532,-0.871054,-10.838472,000001000000010
7,-0.3,0,0,-0.662924,-0.662924,-7.454034,0010010
15,0,-5,0,2.316507,-0.908999,-8.687021,010000000010000
12,-0.3,0.5,0,0.065445,-0.378959,-8.519459,000010010000
5,0.2,-1,0,-4.882251,-4.882251,-6.085891,10100
15,0.5,-3,0,-8.477117,-8.477117,-1.348899,010000100000000
10,0.4,-3,0,-4.222448,-4.806292,-6.645236,1000000010
10,0.2,-3,0,-4.485086,-4.485086,-4.836312,0000011000
15,0.3,-4,0,-3.038825,-3.859013,-6.72374,000000000100100
5,-0.1,1,0,-4.621914,-4.621914,-7.583777,10010
12,0.1,-4,0,-2.203986,-2.42749,-2.893969,1.001E+11
7,-0.5,-5,0,0.029755,-0.292723,-4.80327,0110000
7,-0.2,-2,0,-3.021963,-3.021963,-6.060358,0011000
15,-0.5,-1,0,6.515683,-0.311094,-6.203636,000010000000010
10,-0.5,-2,0,1.23627,-0.286833,-4.185777,0000000110
7,0,0.5,0,-7.128059,-7.128059,-5.313766,1100000
5,0.2,-6,0,-2.603179,-3.171142,-5.194165,10010
10,0.1,-5,0,-1.325338,-2.020957,-3.807667,0101000000
12,0,1,0,-2.388975,-2.388975,-8.430922,000100001000
12,-0.2,-5,0,-1.348152,-1.348152,-3.141267,1.01E+11
7,0.4,-1,0,-7.715247,-7.715247,-6.618144,1001000
12,0.3,-6,0,-2.879583,-3.64861,-6.03103,010100000000
15,-0.2,0,0,-0.647959,-1.367496,-10.511523,1.00001E+14
5,-0.2,-5,0,-0.280831,-0.683785,-4.352564,01100
12,0.2,0,0,-6.85697,-6.85697,-7.859334,010100000000
10,-0.1,0,0,-1.457141,-1.457141,-8.956867,0001000100
15,-0.1,1,0,-0.275626,-0.765541,-9.731073,000100000000100
12,-0.1,-6,0,3.613774,-0.480044,-6.842603,010000001000
